,2005,2006,2007
271427,0.9418642,0.9516081000000001,0.9611884
271970,0.99,0.99,0.99
272029,0.6796805291500201,0.689311932699721,0.75
272164,0.008,0.0079,0.0078
273307,0.981,0.983,0.985
273366,0.20088189557930505,0.294,0.34
273501,0.0155,0.0146,0.0134
273778,0.006999999999999999,0.006999999999999999,0.006999999999999999
274644,0.878,0.8759999999999999,0.875
274703,0.033435098882595195,0.0638832196706805,0.0749060468138629
274838,0.0506,0.0489,0.0473
275115,0.002,0.002,0.002
275981,0.828,0.841,0.8540000000000001
276040,0.0508233380768449,0.0585058505850585,0.068
276175,0.022000000000000002,0.0214,0.0208
276775,0.9256863000000001,0.9317744000000001,0.9409598
277377,0.12552997909829902,0.15224711477178698,0.2083
277512,0.0184,0.0178,0.0172
277789,0.006,0.006,0.006
278655,0.85,0.865,0.88
278714,0.127399292907031,0.172545617186662,0.20755444767975295
278849,0.0261,0.0252,0.0245
279126,0.004,0.004,0.004
280051,0.273443196733265,0.273326105376325,0.273393358364014
280786,0.8325143,0.8406126999999999,0.8399530000000001
281329,0.857,0.845,0.8320000000000001
281388,0.16005,0.1841,0.21176
281523,0.0267,0.0262,0.0256
282666,0.565,0.557,0.55
282725,0.010485979341782602,0.0124782404904485,0.0501
282860,0.0778,0.0746,0.0717
283137,0.001,0.001,0.001
283460,0.9521923000000001,0.9439426,0.9507903
284003,0.575,0.583,0.5920000000000001
284062,0.0285175226129009,0.0415991339393107,0.0487
284197,0.127,0.1204,0.1146
284474,0.138,0.136,0.134
285340,0.797,0.797,0.797
285399,0.0801597808880485,0.0979184150186944,0.1085
285534,0.0966,0.0958,0.096
285811,0.184,0.173,0.16399999999999998
