,2008 [YR2008],2012 [YR2012]
265285,0.9724383202099737,0.9779393939393939
265344,0.09999999999999999,0.09999999999999999
265479,0.03362860892388451,0.032296969696969685
266622,0.6858845144356954,0.7063333333333331
266681,0.03913669171909795,0.048111080289448355
266816,0.08671364829396325,0.07658787878787877
267093,0.06379527559055119,0.0639090909090909
267416,0.8809636443569555,0.871277387878788
267959,0.9782703412073491,0.9797878787878789
268018,0.06614069679068482,0.07665527910640667
268153,0.012755118110236219,0.011909090909090907
268430,0.010325459317585302,0.010515151515151516
269296,0.9963412073490814,0.9961515151515152
269355,0.6386023570773302,0.7299780056318483
269490,0.009133070866141731,0.008818181818181817
270090,0.9887424603674541,0.985965893939394
270692,0.7757498687664042,0.817269696969697
270827,0.005705511811023623,0.0055727272727272735
271427,0.9556072640419948,0.9588751787878789
271970,0.99045406824147,0.990757575757576
272029,0.7662159897016064,0.8064250468900896
272164,0.007744094488188977,0.007645454545454546
273307,0.9864356955380577,0.9887878787878788
273366,0.36703448028159363,0.42633845662067166
273501,0.013411023622047245,0.012663636363636363
273778,0.007711286089238844,0.008242424242424242
274644,0.8727690288713912,0.8703030303030304
274703,0.08351023908412468,0.10104549567014218
274838,0.045199475065616807,0.042642424242424246
275115,0.0016745406824146985,0.0014848484848484851
275981,0.866737532808399,0.8843030303030304
276040,0.07209249491908949,0.08067697938244868
276175,0.020356430446194222,0.01963939393939394
276775,0.9303433482939633,0.9277310515151516
277377,0.2209410672942206,0.26150505196147233
277512,0.016627034120734907,0.015815151515151515
277789,0.005999999999999999,0.005999999999999999
278655,0.8941128608923883,0.9138787878787877
278714,0.24453021822101484,0.29765260426455475
278849,0.023477690288713913,0.02224848484848485
279126,0.004,0.004
280051,0.27278102555911177,0.2723646287360287
280786,0.8206479645669293,0.8078348636363638
281329,0.8201627296587927,0.8033939393939393
281388,0.25457881592811515,0.30952194120553667
281523,0.02504514435695538,0.024278787878787882
282666,0.5435905511811024,0.5341818181818183
282725,0.03968463366890026,0.048999531488715546
282860,0.06808057742782152,0.06356969696969697
283137,0.001,0.001
283460,1.02913244671916,1.0876031696969695
284003,0.6003832020997375,0.612030303030303
284062,0.05741756541117108,0.06968599905947286
284197,0.106055905511811,0.09603636363636361
284474,0.1309448818897638,0.1274545454545455
285340,0.7973858267716536,0.7977272727272728
285399,0.12121649251579628,0.1386383237864401
285534,0.0944994750656168,0.0933878787878788
285811,0.14864829396325457,0.1314242424242424
